date,headline
2024-09-20,"Traders face biggest index rebalancing in four years on Friday: Here's what to watch for; Tech stocks could be poised for a boost as Apple Inc.'s weighting in the S&P 500 is set to increase, while Palantir and Dell are due to be added"
2024-09-21,A top-1% fund manager warns Warren Buffett is behaving like he did before the dot-com crash - and says the S&P 500 could see dismal returns for a decade
2024-09-21,"Why the S&P 500 could soar above 6,000 by year-end; A 1990s-like market boom is more likely after Fed rate cut, investment strategist Ed Yardeni says"
2024-09-23,"Palantir and Dell set to join S&P 500, trading begins from today"
2024-09-23,"Why S&P 500 rising to 6,000 is 'hardly a stretch' as stocks clinch new record; S&P 500, Dow notch fresh all-time highs Monday"
2024-09-23,"Tesla's stock has beaten the S&P 500 lately. Here's what could drive more gains. Investors may be expecting a delivery beat this quarter, but such a performance could still help power Tesla shares higher"
2024-09-23,Nvidia's stock is no longer the S&P 500's top gainer this year. Here's what is. Investors have been turning beyond the chip sector as a way to play the AI and data-center booms
2024-09-23,Palantir Stock Joins S&P 500 Index Amid Artificial Intelligence Push
2024-09-23,"Tesla Leads S&P 500 Index, While Biotech Giant Tumbles On Court Ruling"
2024-09-23,S&P 500 Leader's Microsoft Contract Means 'Higher Prices For Futures Deals'
2024-09-23,"Palantir joins the S&P 500 today. Why an analyst is hitting pause on its stock. Palantir's stock has outperformed the S&P 500 by a wide margin in recent years, but Raymond James has concerns about the stock's valuation"
2024-09-24,Nvidia's stock is no longer the S&P 500's top gainer this year. Here's what is. Investors have been turning beyond the chip sector as a way to play the AI and data-center booms
2024-09-24,"Amentum to replace Bath & Body Works on S&P 500; Bath & Body Works 'is no longer representative of the large-cap market space,' S&P Dow Jones Indices says"
2024-09-24,Nvidia Stock Loses Crown as Top S&P 500 Performer. The Case to Pile In.
2024-09-24,S&P 500 and Dow Rise to Records --- Data seemed to cheer the investors hoping for a soft landing for economy
2024-09-24,This Mining Stock Is S&P 500's Best Performer. Thank China Stimulus.
2024-09-25,HP Enterprise Stock Is Today's Top S&P 500 Performer. Why It Was Upgraded.
2024-09-25,How Vistra Stock Overtook Nvidia to Become the S&P 500's Best Performer
2024-09-25,"Stock market today: Dow, S&P 500 drop as rally loses steam ahead of fresh economic data"
2024-09-25,Nearly 10% Of S&P 500 Companies Paid No Tax  Including Tesla
2024-09-26,"S&P 500 Hits New High Ahead Of Pivotal Inflation Report; Nvidia, 3 Market Leaders To Watch"
2024-09-26,Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Look To Rally
2024-09-26,Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Rally
2024-09-26,"These key indicators say the S&P 500 will continue its hot streak; The S&P 500 looks solid, while new highs on the NYSE continue to swamp new lows"
2024-09-26,"A Democratic sweep could mean a $2 trillion tax hike for S&P 500 companies over coming decade; Investors 'should pay heed' to the possibility that Kamala Harris could win the White House and fellow Democrats could hold the Senate and win the House, says Cap Alpha analyst James Lucier"
2024-09-26,Higher corporate taxes sinking the S&P 500 isn't investors' biggest worry; About half of large U.S. corporations don't pay any income tax in an average year
2024-09-26,Stock market today: S&P 500 notches fresh record on labor-market data and China stimulus pledge
2024-09-26,"Super Micro's stock plummets on reported Justice Department probe; The stock, which was up 4% just before the report, tumbled enough to lead the S&P 500's losers on the day and over the past three months"
2024-09-27,13 S&P 500 Stocks Soar To All-Time Highs (None Are In The Mag 7)
2024-09-27,Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Look To Rally
2024-09-27,Tame PCE Inflation Keeps Another Big Fed Rate Cut In Play; S&P 500 Rises
2024-09-27,"Stocks climb on week, with S&P 500 on pace for first September gain in 5 years; The Dow Jones Industrial Average notched a fresh record high on Friday"
2024-09-27,"Why China stocks are now a buy for U.S. investors; Also: Unusual action for the S&P 500, a hot bond market and interviews with acting HUD secretary and AT&T's chief operating officer"
2024-09-27,Wall Street doubters defied as Palantir rides AI boom to S&P 500
2024-09-27,Higher corporate taxes sinking the S&P 500 isn't your biggest stock-market worry; About half of large U.S. corporations don't pay any income tax in an average year
2024-09-28,"These key indicators say the S&P 500 will continue its hot streak; The S&P 500 looks solid, while new highs on the NYSE continue to swamp new lows"
2024-09-28,"Why China stocks are now a buy for U.S. investors; Also: Unusual action for the S&P 500, a hot bond market and interviews with acting HUD secretary and AT&T's chief operating officer"
2024-09-28,Nvidia's stock is no longer the S&P 500's top gainer this year. Here's what is. Investors have been turning beyond the chip sector as a way to play the AI and data-center booms
2024-09-28,Higher corporate taxes sinking the S&P 500 isn't your biggest stock-market worry; About half of large U.S. corporations don't pay any income tax in an average year
2024-09-30,CVS Stock Is the Best Performer in the S&P 500. An Activist Wants Changes.
2024-09-30,"The stock market is entering the most volatile month of an election year  but the rally may be here to stay; Nine of the S&P 500's 11 sectors have risen in the fourth quarter of election years since 1992, says CFRA Research"
2024-09-30,"How Does Verizon's 2024 Gain Stack Up Versus AT&T, S&P 500?"
2024-09-30,Fed Chairman Powell Casts Aside This Worry; Rate-Cut Odds Slip But S&P 500 Rises
2024-10-01,Alex Umansky is obliterating the S&P 500 over the last 5 years. His 8 high-quality stock picks for strong returns.
2024-10-01,Forget Nvidia: The best-performing S&P 500 stock this year is a utility you've probably never heard of
2024-10-01,Markets & Finance -- Monday's Markets: S&P 500 Edges Up After Powell Talk
2024-10-01,HP Stock Is Today's Worst Performer in S&P 500. PC and Printer Demand Is Under Pressure.
2024-10-01,"The S&P 500 is too tech-heavy. This alternative ETF keeps beating it. The various stock indexing and weighting schemes will shine at different times, but some approaches are designed to be immune from market cycles"
2024-10-01,"Why BofA is bullish on the S&P 500's materials sector amid leadership shift in stocks; The materials sector outperformed the broader S&P 500 on Tuesday, as slumping tech stocks dragged down the U.S. equities benchmark"
2024-10-01,Nvidia Is No Longer The Top S&P 500 Stock In 2024. Meet The New King.
2024-10-01,"Wall Street today: US equities slip ahead of job openings data, S&P 500 & Nasdaq down over 1%"
2024-10-02,Nvidia Is No Longer The Top S&P 500 Stock In 2024. Meet The New King.
2024-10-02,"ADP Jobs Report: Hiring Picks Up, Dimming Odds Of Big Fed Rate Cut; S&P 500 Futures Slip"
2024-10-02,The S&P 500 is almost never this expensive. It's a disaster waiting to happen. We've surpassed 1929 levels
2024-10-02,Caesars Entertainment Stock Scores Top Slot in S&P 500. Here's What We Know.
2024-10-02,Missed Nvidia? 10 Other S&P 500 Stocks Will Make You Much Richer
2024-10-02,"'I'm worried that my 6K target is too low,' Goldman Sachs strategist says on S&P 500 target; $974 billion worth of share buybacks that were previously authorized in September are now set to be unleashed following the end of the blackout period"
2024-10-03,The S&P 500 is almost never this expensive. It's a disaster waiting to happen. We've surpassed 1929 levels
2024-10-03,"Here's how the S&P 500 gets to 5,800  and stays above it; Middle East conflict stuns stocks, but key indicators are sending 'buy' signals"
2024-10-03,Why Salesforce's stock is getting more love from Wall Street analysts lately; Salesforce shares have lagged the S&P 500 this year but could be primed for bigger gains thanks to improved product positioning
2024-10-03,"S&P 500 Could Jump Another 5% This Year, Goldman Says. Expect Volatility First."
2024-10-03,Vistra Stock Is Best Performer in the S&P 500 Thursday. Google Is a Reason Why.
2024-10-03,"These tips for investing in mutual funds and ETFs can simplify your choices; An alternative S&P 500 strategy, pro stock-buying secrets, and how you can outperform most fund managers"
2024-10-03,"Aerospace and defense ETFs beat S&P 500 as Middle East fears intensify; 'Over the past year, a widening Middle East war has been our No. 1 risk to the bull market in stocks,' says one analyst"
2024-10-03,Nvidia Is No Longer The Top S&P 500 Stock In 2024. Meet The New King.
2024-10-03,OpenAI is now worth more than 87% of S&P 500 companies. It faces a tough test ahead.
2024-10-03,"U.S. stocks' remarkable 2024 run is likely to continue during the fourth quarter, history shows; The S&P 500 has risen on average more than 2% during the fourth quarter in years when it rose 20% or more during the first nine months"
2024-10-04,There's a simple reason one of Wall Street's most bullish strategists expects a 40% rise in the S&P 500 by 2030
2024-10-04,"Jobs Report Stunner: Strong Hiring Dims Odds Of Big Fed Rate Cut, But S&P 500 Rises"
2024-10-04,Nvidia Is No Longer The Top S&P 500 Stock In 2024. Meet The New King.
2024-10-04,"How to talk to your children about money; Also: Successful approaches to beating the S&P 500's performance, EV news and some estate-planning conundrums"
2024-10-04,The Stock Market Looks Very Strong. Prepare for the S&P 500 to Hit 6000 Soon.
2024-10-04,S&P 500: Will US stocks move higher despite price-to-earnings at highest level since March 2022?
2024-10-04,"A Week Into October, Energy Stocks Are Leading the S&P 500"
2024-10-04,"U.S. stocks' remarkable 2024 run is likely to continue during the fourth quarter, history shows; The S&P 500 has risen on average more than 2% during the fourth quarter in years when it rose 20% or more during the first nine months"
2024-10-04,"Aerospace and defense ETFs beat S&P 500 as Middle East fears intensify; 'Over the past year, a widening Middle East war has been our No. 1 risk to the bull market in stocks,' says one analyst"
2024-10-04,"U.S. stock market has 'never been healthier' according to this key measure; More stocks outperformed the S&P 500 over the past three months than at any time on record, according to Charles Schwab strategist"
2024-10-05,"Here's how the S&P 500 gets to 5,800  and stays above it; Middle East conflict stuns stocks, but key indicators are sending 'buy' signals"
2024-10-05,OpenAI is now worth more than 87% of S&P 500 companies. It faces a tough test ahead.
2024-10-05,"Aerospace and defense ETFs beat S&P 500 as Middle East fears intensify; 'Over the past year, a widening Middle East war has been our No. 1 risk to the bull market in stocks,' says one analyst"
2024-10-05,"The S&P 500 is too tech-heavy. This alternative ETF keeps beating it. The various stock indexing and weighting schemes will shine at different times, but some approaches are designed to be immune from market cycles"
2024-10-05,"How to talk to your children about money; Also: Successful approaches to beating the S&P 500's performance, EV news and some estate-planning conundrums"
2024-10-05,"U.S. stocks' remarkable 2024 run is likely to continue during the fourth quarter, history shows; The S&P 500 has risen on average more than 2% during the fourth quarter in years when it rose 20% or more during the first nine months"
2024-10-05,The S&P 500 is almost never this expensive. It's a disaster waiting to happen. We've surpassed 1929 levels
2024-10-07,The Stock Market Looks Very Strong. Prepare for the S&P 500 to Hit 6000 Soon.
2024-10-07,Why Goldman Sachs has bumped up its S&P 500 target for the third time this year; The Goldman team say what's really the driver of its newfound optimism is its view on margin expansion
2024-10-07,These 12 stocks stand behind Goldman's S&P 500 optimism  and Micron shines; Goldman expects corporate profit margins to increase through 2026. A stock screen highlights companies whose gross margins have already improved for four straight quarters.
2024-10-07,Goldman Sachs bumps its S&P 500 price target for the 3rd time this year as it sees higher corporate profits ahead
2024-10-07,"S&P 500's financial stocks near 'summer highs' ahead of bank earnings this week; The financial sector is 'a lot more than just banks,' DataTrek's Nicholas Colas says ahead of JPMorgan's results, expected on Friday"
2024-10-07,"S&P 500 Stock Flashes Buy Signal On Upgrades, Activist Investor Takes $1 Billion Stake"
2024-10-07,The Real Best Stock Of The Year Isn't In The S&P 500 Yet
2024-10-07,10-Year Treasury Yield Tops 4% As Fed Gets Second-Guessed; S&P 500 Slips
2024-10-08,These Are The Investors Behind The Top 2 S&P 500 Stocks That Aren't Nvidia
2024-10-08,"Markets -- Monday's Markets: S&P 500 Falls, 10-Year Yields Rise"
2024-10-08,"This 'Best Leading Indicator' Flashes Bullish Signal For S&P 500 Earnings, As Big Banks Tee Up"
2024-10-08,This 'Best Leading Indicator' Flashes Bullish Signal For S&P 500 Earnings
2024-10-09,"Royal Caribbean, Norwegian Rocket On Target Hikes; Lead S&P 500"
2024-10-09,S&P 500's New King Now In Retrograde As Index Punches To New Highs
2024-10-09,These Are The Investors Behind 2 Of The Top S&P 500 Stocks That Aren't Nvidia
2024-10-09,"Dow Jones, S&P 500 Make Record Closing Highs As These Index Funds Shape Bullish Patterns"
2024-10-09,"Palantir nears $100 billion market cap as one of the largest software companies; Palantir joined the S&P 500 last month, and its stock ranks third by year-to-date performance among current members"
2024-10-09,"Will the S&P 500 Hit 10,000 Before the Next Bear Market? History Says It Can."
2024-10-09,"Semiconductor stocks look relatively weak as S&P 500 books record high, chart shows; Nvidia's 'technical picture may be improving, but the picture for the semiconductor sector isn't as strong,' says Bespoke"
2024-10-09,"Dow Jones Futures: S&P 500 Hits High; CPI Inflation, 'Game Changing' Tesla Robotaxi Event Due"
2024-10-10,Markets -- Wednesday's Markets: S&P 500 and Dow Reach Records
2024-10-10,Palantir Stock Has Gained 16% Since Being Added to the S&P 500. This Stock Did Even Better.
2024-10-10,S&P 500 Tops $50 Trillion. It's Now Worth 50 Times Its Value When the Bull Market Began in 1982.
2024-10-10,"The Fed Is Still On Track After Hot CPI, PPI Revisions; S&P 500 Takes A Break"
2024-10-10,"CPI Inflation Runs Hot, But The Fed Won't Fret As Jobless Claims Surge; S&P 500 Dips"
2024-10-10,S&P 500's New King Now In Retrograde As Index Punches To New Highs
2024-10-10,Hot CPI Inflation Stirs Rate-Cut Doubts Within Fed; S&P 500 Slips
2024-10-10,Is The S&P 500 Close To Topping? Here's What The Charts Say.
2024-10-11,10 S&P 500 Stocks' Profit Is About To Fall Through The Floor
2024-10-11,"Dow Jones, S&P 500 Finish With Record Highs; Broadcom Retreats, Tesla Tops Losers List (Live Coverage)"
2024-10-11,"Dow Jones, S&P 500 Hit Highs And Leaders Run, So Here's What To Do; Tesla Triggers Sell Rule"
2024-10-11,"Stock Market Rallies As S&P 500, Dow Hit Highs; Tesla Robotaxi Isn't Hailed, Delta, JPMorgan In Focus: Weekly Review"
2024-10-11,The Fed Is Still On Track  For Now  Despite Hot Inflation Data; S&P 500 Rallies
2024-10-11,"Dow Jones, S&P 500 Ease From Record Highs; Payment Stock Soars While Tesla Loses (Live Coverage)"
2024-10-12,"Dow Jones, S&P 500 At Highs, Bulls Running; If Not Now, When? Tesla Triggers Sell Rule"
2024-10-12,"Dow Jones, S&P 500 At Highs, Bulls Running; New China Stimulus"
2024-10-12,"Dow Jones, S&P 500 Hit Highs And Leaders Run, So Here's What To Do; Tesla Triggers Sell Rule"
2024-10-12,These 12 stocks stand behind Goldman's S&P 500 optimism  and Micron shines; Goldman expects corporate profit margins to increase through 2026. A stock screen highlights companies whose gross margins have already improved for four straight quarters.
2024-10-12,"EXCHANGE --- Markets & Finance -- Friday's Markets: S&P 500, Dow Break Records On Strong Financial Earnings"
2024-10-12,"S&P 500 outperforms Sensex over 1, 3, 5 and 10-year; Should Indian investors invest in US markets?"
2024-10-13,Dow Jones Futures Fall: S&P 500 At Highs; Is New China Stimulus Enough?
2024-10-13,"Dow Jones, S&P 500 At Highs, Bulls Running; New China Stimulus"
2024-10-13,"Dow Jones Futures: S&P 500 At Highs, Bulls Running; New China Stimulus"
2024-10-13,"Dow Jones Futures: S&P 500 At Highs, Bulls Running; Will New Stimulus Revive China Rally?"
2024-10-14,The bull market is entering its 3rd year. Here's what history says will happen next. The S&P 500 could see a setback in the next 12 months as the bull market enters its third year: CFRA Research
2024-10-14,Stock market today: S&P 500 hits another record close as rally presses on amid earnings
2024-10-14,Dow Jones Futures: S&P 500 Hits New High As Nvidia Closes At Record Level
2024-10-15,Nvidia's 84% Expected Profit Growth Looms Large In S&P 500
2024-10-15,8 Stocks Keep The S&P 500's Amazing Two-Year-Old Rally Alive
2024-10-15,S&P 500 Insurance Giant Progressive Could Have A New Base As Earnings Grow 100%
2024-10-15,"S&P 500, Dow Climb To Fresh Records"
2024-10-15,These stocks thrived during high inflation  and they share one thing in common; Nearly a quarter of S&P 500 companies have lower credit-default swaps than the U.S. government
2024-10-15,UBS has just lowered earnings estimates  and raised its S&P 500 target
2024-10-15,Dow Jones Futures: S&P 500 Hits New High As Nvidia Closes At Record Level
2024-10-17,"S&P 500 looks solid here  but the VIX is sending mixed signals; NYSE stocks at new highs pump the market, and charts are positive for Amphenol, APA, wheat and Walgreens"
2024-10-17,Harvard and Other Big Endowments Trailed the S&P 500. Where They Lost Ground.
2024-10-17,Warren Buffett Stock Breaks Out As This Sector Outperforms S&P 500; Taiwan Semiconductor Blasts Past Buy Zone (Live Coverage)
2024-10-17,Retail Sales Are Solid As Jobless Claims Surprisingly Fall; S&P 500 Rises
2024-10-17,Strong Retail Sales May Put Dec. Fed Rate Pause In Play; S&P 500 Fades
2024-10-18,"Trump tariffs would hit these stock-market sectors the hardest; S&P 500 could see a 4.7% decline next year, according to a Barclays analysis"
2024-10-19,"EXCHANGE --- Markets & Finance -- Friday's Markets: Dow Industrials, S&P 500 Hit New Highs"
2024-10-19,These 6 charts suggest investors should proceed with caution as S&P 500 hits 47th record high of 2024; Some say investors are growing too complacent as the bull market shows no signs of slowing down
2024-10-19,"Trump tariffs would hit these stock-market sectors the hardest; S&P 500 could see a 4.7% decline next year, according to a Barclays analysis"
2024-10-19,A famed economist who called the 2008 recession warns stocks are in a 'mega-bubble' with the S&P 500 ahead of fundamentals by at least 25%
2024-10-20,This stock market rotation is the 'lifeblood' of the bull market as S&P 500 logs record; 'These next couple weeks are going to be about corporate America'
2024-10-21,Nvidia Among Five Best S&P 500 Stocks Today
2024-10-21,"The S&P 500's golden decade of returns is over, Goldman says"
2024-10-21,"The economic 'no landing' could drive the S&P 500 to a 13% gain in 2025, UBS says"
2024-10-21,The S&P 500 May Be 'Melting Up.' Where You Can Still Find Value.
2024-10-22,"This ETF has trounced the S&P 500 with bets on AI in a surprising sector; Macrae Sykes of Gabelli Funds explains his strategy, which looks beyond the Nvidia-focused AI hardware buildout"
2024-10-22,The future of the S&P 500 has everyone divided
2024-10-22,Why This Auto-Parts Stock Is Tuesday's Worst in S&P 500
2024-10-22,"S&P 500 could smash through 6,000 before year-end"
2024-10-22,"How investors should navigate the S&P 500 likely trailing bonds and inflation for the next decade, according to Goldman Sachs"
2024-10-22,"'Room to go': A rally-calling professional trader shares why the S&P 500 will rocket to 6,500 by Memorial Day  and 6 investments set to soar"
2024-10-22,Markets -- Monday's Markets: S&P 500 and Dow Industrials Slip
2024-10-22,Forget Apple and Nvidia. This ETF Has Every Stock in the S&P 500 Except the Mag 7.
2024-10-22,Stocks Can Surge in a Dream 'No Landing' Economy. How High the S&P 500 Could Go.
2024-10-23,"Markets -- Tuesday's Markets: Treasury Yields Rise, S&P 500 Edges Lower After Earnings Flurry"
2024-10-23,"This ETF has trounced the S&P 500 with bets on AI in a surprising sector; Macrae Sykes of Gabelli Funds explains his strategy, which looks beyond the Nvidia-focused AI hardware buildout"
2024-10-23,The stock market gains the most when this political party occupies the White House; The S&P 500's annualized total return has been 11.0% when a Democrat is president and Congress is Republican-controlled
2024-10-23,These Are the Absolute Cheapest Stocks in the S&P 500 Right Now
2024-10-23,"It's Not S&P 500 Leader Vistra, But This Utility Projects 36% Profit Growth By 2027"
2024-10-24,This Health Insurer's Stock Is Tops in the S&P 500 on Thursday. Here's Why.
2024-10-25,"Stock market today: S&P 500 ends 6-week win streak, while Nasdaq rises on mega-cap rally"
2024-10-25,"Dow, S&P 500 fall Friday  but Nasdaq sees longest weekly winning streak of 2024; 'Things are humming along' in the U.S. economy, says Wells Fargo's Scott Wren"
2024-10-25,"Wall Street today: Nasdaq, S&P 500 rise as Treasury yields ease, Tesla & Nvidia up over 2% each"
2024-10-25,Mohawk Is Worst-Performing Stock in the S&P 500 on Friday. Demand for Flooring Takes Hit.
2024-10-25,"Why the S&P 500 will drop 5% in the coming weeks, technical analyst says"
2024-10-25,"Nvidia has offset all 128 of the S&P 500 companies that have declined this year, twice over; Nvidia is responsible for $2.2 trillion of the S&P 500's $9.3 trillion market cap increase"
2024-10-25,Stock market today: Indexes rise but S&P 500 on track to snap 6-week win streak as yields spike
2024-10-26,"Dow, S&P 500 fall Friday  but Nasdaq sees longest weekly winning streak of 2024; 'Things are humming along' in the U.S. economy, says Wells Fargo's Scott Wren"
2024-10-26,A notorious market bear who called the 2000 and 2008 crashes shares 3 signs it's a terrible time to invest in the S&P 500  and warns stocks are due to underperform Treasurys by 10% over the next 12 years
2024-10-26,"This ETF has trounced the S&P 500 with bets on AI in a surprising sector; Macrae Sykes of Gabelli Funds explains his strategy, which looks beyond the Nvidia-focused AI hardware buildout"
2024-10-26,The stock market gains the most when this political party occupies the White House; The S&P 500's annualized total return has been 11.0% when a Democrat is president and Congress is Republican-controlled
2024-10-26,S&P 500 Giant Leads 5 Stocks Near Buy Points
2024-10-28,Make Or Break Time  8 Stocks Drive 25% Of The S&P 500's Profit
2024-10-29,Why these 17 stocks in the S&P 500 are now more compelling; BlackRock CEO Larry Fink says companies' earnings are 'catching up' to high P/E ratios for their stocks. Here are 10 companies to keep an eye on.
2024-10-29,"A hint in 3rd-quarter earnings calls suggests S&P 500 corporate profits are about to boom, Bank of America says"
2024-10-29,"Microsoft Stock Outperforms S&P 500, Rallies Off Key Technical Level; Why It's A Buy Now"
2024-10-30,Companies are increasingly talking about tariffs as Election Day nears; Here's how earnings calls for S&P 500 companies have featured what Trump has described as his favorite word
2024-10-30,"'Leave New York and come to Toronto': Canadian stocks are set to outperform the S&P 500, top economist says"
2024-10-30,"Strong Consumer, ADP Jobs Report Overshadow GDP Miss; S&P 500 Pauses"
2024-10-30,Garmin Is Today's Top S&P 500 Stock. Outlook Raised Ahead of 'Important Holiday Selling Season.'
2024-10-30,Why 'Trump trades' and 'Harris trades' could be just regular stock-market bets; Here's what the S&P 500 sectors are really saying about their presidential election preference
2024-10-30,"Amazon 'has never been stronger.' So why isn't its stock getting more love? Amazon's stock has trailed the S&P 500 over the past three months, owing in part to concerns about operating income and margin compression. Will Thursday's earnings alleviate fears?"
2024-10-31,"PCE Inflation Tops Forecasts, But Slower Wage Growth Soothes Fed; S&P 500 Falls"
2024-10-31,This Nvidia Partner Is Now The S&P 500's Biggest Loser In 2024
2024-10-31,"These are the S&P 500's biggest laggards for October, down by as much as 29%; Super Micro joined the list after a 33% drop on Wednesday"
2024-10-31,"Stock market suffers a Halloween selloff as tech investors get the chills; Dow, S&P 500 see first monthly fall since April"
2024-10-31,This stock-option strategy can give you a winning trade around the presidential election; A plan to lock in a profit no matter how the S&P 500 reacts after Election Day
2024-10-31,United Airlines and Nvidia bookend list of 15 soaring S&P 500 stocks in October; Two airlines and two cruise lines make the list of the month's best performers in the U.S. benchmark index
2024-10-31,"THE SQUARE MILE AND ME: WE DIG INTO THE MEMORY BANK OF THE CITY'S GREAT AND GOOD. TODAY, WE SPEAK TO MIKE SLEIGHTHOLME, PRESIDENT OF S&AMP;P 500 FINTECH BROADRIDGE INTERNATIONAL"
2024-10-31,Why 'Trump trades' and 'Harris trades' could be just regular stock-market bets; Here's what the S&P 500 sectors are really saying about their presidential election preference
2024-10-31,Companies are increasingly talking about tariffs as Election Day nears; Here's how earnings calls for S&P 500 companies have featured what Trump has described as his favorite word
2024-11-01,"Stock market suffers a Halloween selloff as tech investors get the chills; Dow, S&P 500 see first monthly fall since April"
2024-11-01,"S&P 500, Nasdaq Fall Amid Big Tech Selloff --- Investors' displeasure with earnings reports has outsize influence on the stock indexes"
2024-11-01,"The U.S. election need not be scary. History shows this is the way to trade it, says Citi. The S&P 500 looks well set for the rest of the year but there's also a way to gain from short-term volatility"
2024-11-01,Trump-Harris election may take weeks to decide. Here's what investors must know. The S&P 500 fell more than 8% during uncertainty following the 2000 election
2024-11-01,This closely watched stock-market indicator hit a 2½-year high. What it says will happen next. BofA strategists caution that elevated market sentiment could limit upside for the S&P 500  advising investors to 'stay selective' in stock investing
2024-11-01,"Stock Market Has Election Jitters, Here's What To Do; Warren Buffett, Tesla, S&P 500 Winners In Focus"
2024-11-01,"As Stock Market Awaits Election, Palantir, S&P 500 Nuke Leaders Report"
2024-11-01,"Jobs Report: Fed Rate-Cut Odds Jump As Hiring Stalls Amid Strike, Hurricane; S&P 500 Rises"
2024-11-01,S&P 500 Nuclear Energy Leaders Gain 30% Since Microsoft Deal. Now It's Time For Earnings.
2024-11-01,This Nvidia Partner Is Now The S&P 500's Biggest Loser In 2024
2024-11-02,This stock-trading strategy can give you a win leading up to the presidential election; A plan to lock in a profit no matter how the S&P 500 reacts after Election Day
2024-11-02,Why 'Trump trades' and 'Harris trades' could be just regular stock-market bets; Here's what the S&P 500 sectors are really saying about their presidential election preference
2024-11-02,Trump-Harris election may take weeks to decide. Here's what investors must know. The S&P 500 fell more than 8% during uncertainty following the 2000 election
2024-11-02,This closely watched stock-market indicator hit a 2½-year high. What it says will happen next. BofA strategists caution that elevated market sentiment could limit upside for the S&P 500  advising investors to 'stay selective' in stock investing
2024-11-02,Why these 17 stocks in the S&P 500 are now more compelling; BlackRock CEO Larry Fink says companies' earnings are 'catching up' to high P/E ratios for their stocks. Here are 10 companies to keep an eye on.
2024-11-02,Investing legend Rob Arnott's $147 billion firm says stocks kicked out of the S&P 500 have huge upside  and is betting on these 7 recent dropouts trading at bargain prices
2024-11-02,'The reversion will eventually come': A chief strategist says Goldman Sachs and JPMorgan are right to warn of weak returns for the S&P 500 over the next decade
2024-11-04,S&P 500 shows bearish momentum
2024-11-05,This Materials Stock Is the Worst Performer in the S&P 500 After Slashing Dividend. Here's What's Happening.
2024-11-05,Nvidia slips a spot among top S&P 500 stocks this year. Here's what overtook it. Nvidia's stock now ranks third among the S&P 500's biggest gainers for 2024. It held the No. 1 spot as recently as mid-September.
2024-11-05,"Big Tech stocks rally, as tech now drives S&P 500 more than on Election Day 2016; 'A lot has happened inside the S&P 500 over the last four and eight years, explaining why the index trades so rich to 2016,' says DataTrek co-founder Nicholas Colas"
2024-11-05,"The S&P 500 could surge 5% by year-end before fresh uncertainty sparks a pullback in 2025, Morgan Stanley CIO says"
2024-11-05,"Nvidia, Tesla, and the Other 8 Top Stocks in the S&P 500 Are Strikingly Expensive. Be Nervous."
2024-11-05,"S&P 500 Leader, Defense Supplier Eyes Buy Point. Wait For Two Things."
2024-11-06,Banks and Tesla lead list of top-performing stocks following Trump's victory; The S&P 500 financial sector rose 5% when trading opened on Wednesday
2024-11-06,S&P 500 Leader To Report Earnings As Industry Dismisses Regulatory Rejection
2024-11-06,"Trump Election Shifts Fed Rate-Cut Outlook As S&P 500, Bond Yields Jump"
2024-11-06,"S&P 500 Defense Leader Breaks Out, Fueled By Industry Backlog"
2024-11-06,"Stock Market Today: Dow Jones Gains 1,500 Points, S&P 500 Closes At New Highs; Nvidia, Tesla Soar (Live Coverage)"
2024-11-07,"The S&P 500 will gain 11% by mid-2025 as the bull market accelerates under Trump, Evercore says"
2024-11-07,"Trump's win and the Fed's rate cut are giving the stock market an open road; S&P 500 races ahead, and opportunities surface in solar power and crypto"
2024-11-07,"S&P 500 in a 'mania' as stock-market rally overshoots, says Wall Street bear; 'The train is approaching Crazy Town': Stifel's Barry Bannister"
2024-11-07,"Fed Cuts Key Rate; Powell Pleases S&P 500, But Maybe Not Trump"
2024-11-07,Match Group Stock Is the S&P 500's Worst Performer Today. Tinder Is Losing Users.
2024-11-07,"Stock Market Today: Nasdaq, S&P 500 Add Gains But Small Caps Lag; Fed Makes Expected Rate Cut (Live Coverage)"
2024-11-07,S&P 500 Leader 'In Discussions With Two Particular Large Companies'; Adds $1 Billion To Buyback
2024-11-07,"Trump Election Shifts Fed Rate-Cut Outlook As S&P 500, Bond Yields Jump"
2024-11-07,"The bull market is 'still an infant': Why Evercore sees the S&P 500 at 6,600 by mid-2025; The S&P 500 is poised for continued growth into mid-2025 after Trump's victory: Evercore ISI"
2024-11-08,Why We Ventured Back Into S&P 500 Before Election Resolution
2024-11-08,"Wall Street on track to log best week in one year after Trump's poll win; S&P 500, Dow in green after US Fed rate cut"
2024-11-08,"The S&P 500 breaks 6,000 and the Dow tops 44,000. Here's why stocks could keep climbing. The S&P 500 may reach the mid-6,000s in the next two months, says Tony Roth of Wilmington Trust"
2024-11-08,"S&P 500, Nasdaq Climb As Fed Cuts Rates"
2024-11-08,This Taser Maker's Stock Is Today's Best S&P 500 Performer. Here's Why.
2024-11-08,"Stock Market Today: Dow Jones, S&P 500 Hit Record Highs But Techs Drag Nasdaq (Live Coverage)"
