Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"The S&P 500 will rocket 17% higher in 2025 as risk appetite surges, Deutsche Bank says",3132846034,Newspapers,"De Mott, Filip", Deutsche Bank AG," Copyright Insider, Inc. 2024", News," Nov 26, 2024",, English, English, New York,"Nov 26, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-will-rocket-17-higher-2025-as-risk/docview/3132846034/se-2?accountid=14762,,," mi-exclusive , stock-market , stock-market-outlook , deutsche-bank , spx , sp500 , bull-run",,,, SUSTAINABILITY," mi-exclusive , stock-market , stock-market-outlook , deutsche-bank , spx , sp500 , bull-run",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+will+rocket+17%25+higher+in+2025+as+risk+appetite+surges%2C+Deutsche+Bank+says&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+will+rocket+17%25+higher+in+2025+as+risk+appetite+surges%2C+Deutsche+Bank+says&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=De+Mott,ABI/INFORM Collection
NRG Energy Is S&P 500's Top Stock Today. Why It Gained a Bull.,3132829200,Newspapers,"Dattilo, Emily", NRG Energy Inc," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 26, 2024",, English, English, New York,"Nov 26, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nrg-energy-is-s-amp-p-500s-top-stock-today-why/docview/3132829200/se-2?accountid=14762,,,,,,, OPERATIONS,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=NRG+Energy+Is+S%26amp%3BP+500%27s+Top+Stock+Today.+Why+It+Gained+a+Bull.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=NRG+Energy+Is+S%26amp%3BP+500%27s+Top+Stock+Today.+Why+It+Gained+a+Bull.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
"Dow Jones, S&P 500 At New High After Fed Minutes; Dell, Workday, CrowdStrike Report (Live Coverage)",3132814688,Newspapers,"Ramakrishnan, Vidya"," Amgen Inc , NVidia Corp"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 26, 2024",, English, English, Los Angeles,"Nov 26, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-s-amp-p-500-at-new-high-after-fed/docview/3132814688/se-2?accountid=14762," 52321 Securities and Commodity Exchanges , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 52321 Securities and Commodity Exchanges , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 52321 Securities and Commodity Exchanges , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 52321 Securities and Commodity Exchanges , 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," FINANCE , Investments , FINANCE , SUSTAINABILITY , ECONOMICS , Dow Jones averages , FINANCE , SUSTAINABILITY , Investors , Estimates , PSYCHOLOGY , ECONOMICS , ECONOMICS , Mexico , Canada , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones%2C+S%26amp%3BP+500+At+New+High+After+Fed+Minutes%3B+Dell%2C+Workday%2C+CrowdStrike+Report+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones%2C+S%26amp%3BP+500+At+New+High+After+Fed+Minutes%3B+Dell%2C+Workday%2C+CrowdStrike+Report+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Ramakrishnan,ABI/INFORM Collection
"The S&P 500 Will Rise 17% by the End of 2025, Strategist Says. Here's Why.",3132803113,Newspapers,"Glover, George", Deutsche Bank AG," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 26, 2024",, English, English, New York,"Nov 26, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-will-rise-17-end-2025-strategist-says/docview/3132803113/se-2?accountid=14762,,,,,,," ECONOMICS , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+Will+Rise+17%25+by+the+End+of+2025%2C+Strategist+Says.+Here%27s+Why.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+Will+Rise+17%25+by+the+End+of+2025%2C+Strategist+Says.+Here%27s+Why.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Glover,"ABI/INFORM Collection, Research Library"
"How S&P 500 tends to perform during Thanksgiving week and into New Year's Eve; 'Seasonality suggests that Thanksgiving week can be a strong week,' particularly after presidential elections, according to BofA",3132765447,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 26, 2024",, English, English, South Brunswick,"Nov 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/how-s-amp-p-500-tends-perform-during-thanksgiving/docview/3132765447/se-2?accountid=14762," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," Thanksgiving , Dow Jones averages , FINANCE , New year , Presidential elections , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=How+S%26amp%3BP+500+tends+to+perform+during+Thanksgiving+week+and+into+New+Year%27s+Eve%3B+%27Seasonality+suggests+that+Thanksgiving+week+can+be+a+strong+week%2C%27+particularly+after+presidential+elections%2C+according+to+BofA&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=How+S%26amp%3BP+500+tends+to+perform+during+Thanksgiving+week+and+into+New+Year%27s+Eve%3B+%27Seasonality+suggests+that+Thanksgiving+week+can+be+a+strong+week%2C%27+particularly+after+presidential+elections%2C+according+to+BofA&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"How S&P 500 tends to perform during Thanksgiving week and into New Year's Eve; 'Seasonality suggests that Thanksgiving week can be a strong week,' particularly after presidential elections, according to BofA",3132617171,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 25, 2024",, English, English, South Brunswick,"Nov 25, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/how-s-amp-p-500-tends-perform-during-thanksgiving/docview/3132617171/se-2?accountid=14762," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," Thanksgiving , Dow Jones averages , FINANCE , New year , Presidential elections , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=How+S%26amp%3BP+500+tends+to+perform+during+Thanksgiving+week+and+into+New+Year%27s+Eve%3B+%27Seasonality+suggests+that+Thanksgiving+week+can+be+a+strong+week%2C%27+particularly+after+presidential+elections%2C+according+to+BofA&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=How+S%26amp%3BP+500+tends+to+perform+during+Thanksgiving+week+and+into+New+Year%27s+Eve%3B+%27Seasonality+suggests+that+Thanksgiving+week+can+be+a+strong+week%2C%27+particularly+after+presidential+elections%2C+according+to+BofA&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"A 'golden age of investing' could deliver a 118% rally for the S&P 500 through the rest of this decade, veteran strategist says",3132613006,Newspapers,"Fox, Matthew",," Copyright Insider, Inc. 2024", News," Nov 25, 2024",, English, English, New York,"Nov 25, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/golden-age-investing-could-deliver-118-rally-s/docview/3132613006/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges," mi-exclusive , stock-market-outlook , stock-market-analysis , stock-market , markets , analyst-note , sp-500", 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Investments , ECONOMICS , Investors , FINANCE"," mi-exclusive , stock-market-outlook , stock-market-analysis , stock-market , markets , analyst-note , sp-500",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=A+%27golden+age+of+investing%27+could+deliver+a+118%25+rally+for+the+S%26amp%3BP+500+through+the+rest+of+this+decade%2C+veteran+strategist+says&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=A+%27golden+age+of+investing%27+could+deliver+a+118%25+rally+for+the+S%26amp%3BP+500+through+the+rest+of+this+decade%2C+veteran+strategist+says&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Fox,ABI/INFORM Collection
Wall Street targets for S&P 500 next year huddled in narrow range as Barclays hikes view; Firm expects half of Trump's proposed tariff levels to be enacted,3132555801,Newspapers,"Goldstein, Steve",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 25, 2024",, English, English, South Brunswick,"Nov 25, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/wall-street-targets-s-amp-p-500-next-year-huddled/docview/3132555801/se-2?accountid=14762,,,,,,," SUSTAINABILITY , ECONOMICS , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Wall+Street+targets+for+S%26amp%3BP+500+next+year+huddled+in+narrow+range+as+Barclays+hikes+view%3B+Firm+expects+half+of+Trump%27s+proposed+tariff+levels+to+be+enacted&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Wall+Street+targets+for+S%26amp%3BP+500+next+year+huddled+in+narrow+range+as+Barclays+hikes+view%3B+Firm+expects+half+of+Trump%27s+proposed+tariff+levels+to+be+enacted&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Goldstein,ABI/INFORM Collection
How High Can the S&P 500 Go? The Math Behind Wall Street's Sky-High Price Targets.,3132480597,Newspapers,"Vanjani, Karishma"," Goldman Sachs Group Inc , Morgan Stanley"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 25, 2024",, English, English, New York,"Nov 25, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/how-high-can-s-amp-p-500-go-math-behind-wall/docview/3132480597/se-2?accountid=14762,,,,,,," ECONOMICS , Investments , ECONOMICS , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=How+High+Can+the+S%26amp%3BP+500+Go%3F+The+Math+Behind+Wall+Street%27s+Sky-High+Price+Targets.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=How+High+Can+the+S%26amp%3BP+500+Go%3F+The+Math+Behind+Wall+Street%27s+Sky-High+Price+Targets.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Vanjani,"ABI/INFORM Collection, Research Library"
The S&P 500 is inflated by 25% because investors don't care about fundamentals; A bull market rooted in earnings is far more solid than one riding on emotions,3132116752,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 23, 2024",, English, English, South Brunswick,"Nov 23, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-is-inflated-25-because-investors-dont/docview/3132116752/se-2?accountid=14762,,,,,,," Dow Jones averages , Investments , ECONOMICS , FINANCE , SUSTAINABILITY , FINANCE , FINANCE , PSYCHOLOGY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+is+inflated+by+25%25+because+investors+don%27t+care+about+fundamentals%3B+A+bull+market+rooted+in+earnings+is+far+more+solid+than+one+riding+on+emotions&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+is+inflated+by+25%25+because+investors+don%27t+care+about+fundamentals%3B+A+bull+market+rooted+in+earnings+is+far+more+solid+than+one+riding+on+emotions&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
"S&P 500 is on a 12-month tear as tariffs threaten 2025 outlook for U.S. stocks; 'Tariffs are a real concern,' says the chief investment officer for the Americas at UBS Global Wealth Management",3132087963,Newspapers,"Idzelis, Christine", UBS AG," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 23, 2024",, English, English, South Brunswick,"Nov 23, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-is-on-12-month-tear-as-tariffs/docview/3132087963/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Investments , FINANCE , ECONOMICS , Dow Jones averages , ECONOMICS , ECONOMICS , ACCTAX , Financial executives , SUSTAINABILITY , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+is+on+a+12-month+tear+as+tariffs+threaten+2025+outlook+for+U.S.+stocks%3B+%27Tariffs+are+a+real+concern%2C%27+says+the+chief+investment+officer+for+the+Americas+at+UBS+Global+Wealth+Management&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+is+on+a+12-month+tear+as+tariffs+threaten+2025+outlook+for+U.S.+stocks%3B+%27Tariffs+are+a+real+concern%2C%27+says+the+chief+investment+officer+for+the+Americas+at+UBS+Global+Wealth+Management&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"S&P 500 is on a 12-month tear as tariffs threaten 2025 outlook for U.S. stocks; 'Tariffs are a real concern,' says the chief investment officer for the Americas at UBS Global Wealth Management",3131874452,Newspapers,"Idzelis, Christine", UBS AG," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 22, 2024",, English, English, South Brunswick,"Nov 22, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-is-on-12-month-tear-as-tariffs/docview/3131874452/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Investments , FINANCE , ECONOMICS , Dow Jones averages , ECONOMICS , ECONOMICS , ACCTAX , Financial executives , SUSTAINABILITY , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+is+on+a+12-month+tear+as+tariffs+threaten+2025+outlook+for+U.S.+stocks%3B+%27Tariffs+are+a+real+concern%2C%27+says+the+chief+investment+officer+for+the+Americas+at+UBS+Global+Wealth+Management&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+is+on+a+12-month+tear+as+tariffs+threaten+2025+outlook+for+U.S.+stocks%3B+%27Tariffs+are+a+real+concern%2C%27+says+the+chief+investment+officer+for+the+Americas+at+UBS+Global+Wealth+Management&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
Why Palo Alto Networks' stock is having its worst day in nine months; The stock is pacing S&P 500 laggards after a bearish downgrade at HSBC,3131836840,Newspapers,"Bary, Emily", Palo Alto Networks," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 22, 2024",, English, English, South Brunswick,"Nov 22, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/why-palo-alto-networks-stock-is-having-worst-day/docview/3131836840/se-2?accountid=14762,,,,,,," United States--US , Palo Alto California",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Why+Palo+Alto+Networks%27+stock+is+having+its+worst+day+in+nine+months%3B+The+stock+is+pacing+S%26amp%3BP+500+laggards+after+a+bearish+downgrade+at+HSBC&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Why+Palo+Alto+Networks%27+stock+is+having+its+worst+day+in+nine+months%3B+The+stock+is+pacing+S%26amp%3BP+500+laggards+after+a+bearish+downgrade+at+HSBC&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Bary,ABI/INFORM Collection
"Nvidia and the Magnificent Seven probably make up too much of your high-priced index fund, especially when the S&P 500 is this expensive; Also: Viking Therapeutics and a push to transform weight-loss treatment, bitcoin nears $100,000, and tips for filling out the federal student-aid form",3131831183,Newspapers,Philip van Doorn," Viking Therapeutics Inc , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 22, 2024",, English, English, South Brunswick,"Nov 22, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-magnificent-seven-probably-make-up-too/docview/3131831183/se-2?accountid=14762," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges"," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges"," ECONOMICS , FINANCE , Prices , HUMANRESOURCES , FINANCE , Investors , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Nvidia+and+the+Magnificent+Seven+probably+make+up+too+much+of+your+high-priced+index+fund%2C+especially+when+the+S%26amp%3BP+500+is+this+expensive%3B+Also%3A+Viking+Therapeutics+and+a+push+to+transform+weight-loss+treatment%2C+bitcoin+nears+%24100%2C000%2C+and+tips+for+filling+out+the+federal+student-aid+form&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+and+the+Magnificent+Seven+probably+make+up+too+much+of+your+high-priced+index+fund%2C+especially+when+the+S%26amp%3BP+500+is+this+expensive%3B+Also%3A+Viking+Therapeutics+and+a+push+to+transform+weight-loss+treatment%2C+bitcoin+nears+%24100%2C000%2C+and+tips+for+filling+out+the+federal+student-aid+form&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
Texas Pacific Land Stock Is Joining the S&P 500. This Stock Is Being Kicked Out.,3131822447,Newspapers,"Bary, Andrew", Marathon Oil Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 22, 2024",, English, English, New York,"Nov 22, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/texas-pacific-land-stock-is-joining-s-amp-p-500/docview/3131822447/se-2?accountid=14762,,,,,,," FINANCE , Permian Basin , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Texas+Pacific+Land+Stock+Is+Joining+the+S%26amp%3BP+500.+This+Stock+Is+Being+Kicked+Out.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Texas+Pacific+Land+Stock+Is+Joining+the+S%26amp%3BP+500.+This+Stock+Is+Being+Kicked+Out.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
S&P 500: Texas Pacific Land Rises On S&P 500 Index Entry,3131590525,Newspapers,"Carson, Ed",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 22, 2024",, English, English, Los Angeles,"Nov 22, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-texas-pacific-land-rises-on-index/docview/3131590525/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , FINANCE , FINANCE , FINANCE , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500%3A+Texas+Pacific+Land+Rises+On+S%26amp%3BP+500+Index+Entry&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500%3A+Texas+Pacific+Land+Rises+On+S%26amp%3BP+500+Index+Entry&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Texas Pacific Land Will Join S&P 500. It Replaces Marathon Oil.,3131561775,Newspapers,"Bary, Andrew", Marathon Oil Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 21, 2024",, English, English, New York,"Nov 21, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/texas-pacific-land-will-join-s-amp-p-500-replaces/docview/3131561775/se-2?accountid=14762,,,,,,," FINANCE , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Texas+Pacific+Land+Will+Join+S%26amp%3BP+500.+It+Replaces+Marathon+Oil.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Texas+Pacific+Land+Will+Join+S%26amp%3BP+500.+It+Replaces+Marathon+Oil.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
Amentum Stock Is Leading the S&P 500. What We Know.,3131451936,Newspapers,"Dattilo, Emily",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 21, 2024",, English, English, New York,"Nov 21, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/amentum-stock-is-leading-s-amp-p-500-what-we-know/docview/3131451936/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Amentum+Stock+Is+Leading+the+S%26amp%3BP+500.+What+We+Know.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Amentum+Stock+Is+Leading+the+S%26amp%3BP+500.+What+We+Know.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
Palantir Is Best S&P 500 Stock in November. This Chemical Materials Company Is the Worst.,3131451925,Newspapers,"Dattilo, Emily",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 21, 2024",, English, English, New York,"Nov 21, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/palantir-is-best-s-amp-p-500-stock-november-this/docview/3131451925/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Palantir+Is+Best+S%26amp%3BP+500+Stock+in+November.+This+Chemical+Materials+Company+Is+the+Worst.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Palantir+Is+Best+S%26amp%3BP+500+Stock+in+November.+This+Chemical+Materials+Company+Is+the+Worst.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
The S&P 500 is inflated by 25% because investors don't care about fundamentals; A bull market rooted in earnings is far more solid than one riding on emotions,3131239038,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 21, 2024",, English, English, South Brunswick,"Nov 21, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-is-inflated-25-because-investors-dont/docview/3131239038/se-2?accountid=14762,,,,,,," Dow Jones averages , Investments , ECONOMICS , FINANCE , FINANCE , SUSTAINABILITY , FINANCE , PSYCHOLOGY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+is+inflated+by+25%25+because+investors+don%27t+care+about+fundamentals%3B+A+bull+market+rooted+in+earnings+is+far+more+solid+than+one+riding+on+emotions&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+is+inflated+by+25%25+because+investors+don%27t+care+about+fundamentals%3B+A+bull+market+rooted+in+earnings+is+far+more+solid+than+one+riding+on+emotions&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
"Another bullish call for stocks in 2025. Wells Fargo raises S&P 500 target on strong economy, Trump's policy changes. A potentially stronger U.S. economy and likely policy shifts in Trump's second term support a bullish forecast for the S&P 500 in 2025: Wells Fargo Investment Institute",3130870897,Newspapers,"Wang, Isabel", Wells Fargo & Co," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 20, 2024",, English, English, South Brunswick,"Nov 20, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/another-bullish-call-stocks-2025-wells-fargo/docview/3130870897/se-2?accountid=14762,,,,,,," Dow Jones averages , Investments , ECONOMICS , BANKING , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Another+bullish+call+for+stocks+in+2025.+Wells+Fargo+raises+S%26amp%3BP+500+target+on+strong+economy%2C+Trump%27s+policy+changes.+A+potentially+stronger+U.S.+economy+and+likely+policy+shifts+in+Trump%27s+second+term+support+a+bullish+forecast+for+the+S%26amp%3BP+500+in+2025%3A+Wells+Fargo+Investment+Institute&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Another+bullish+call+for+stocks+in+2025.+Wells+Fargo+raises+S%26amp%3BP+500+target+on+strong+economy%2C+Trump%27s+policy+changes.+A+potentially+stronger+U.S.+economy+and+likely+policy+shifts+in+Trump%27s+second+term+support+a+bullish+forecast+for+the+S%26amp%3BP+500+in+2025%3A+Wells+Fargo+Investment+Institute&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Wang,ABI/INFORM Collection
