Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,FindACopy,Database
Nvidia Draws Thousands to Chip Reveal --- CEO Huang appears with tech luminaries at an event dubbed 'AI Woodstock',2964923116,Newspapers,"Fitch, Asa"," OpenAI , NVidia Corp"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 19, 2024",0099-9660, English, English," New York, N.Y.","Mar 19, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-draws-thousands-chip-reveal-ceo-huang/docview/2964923116/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Draws+Thousands+to+Chip+Reveal+---+CEO+Huang+appears+with+tech+luminaries+at+an+event+dubbed+%27AI+Woodstock%27&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Draws+Thousands+to+Chip+Reveal+---+CEO+Huang+appears+with+tech+luminaries+at+an+event+dubbed+%27AI+Woodstock%27&amp;spage=B.4&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
"Newest S&P 500 Entrant Makes AI Splash --- Shares of server maker Super Micro skyrocket, topping even those of Nvidia",2958155882,Newspapers,"Fitch, Asa;Glickman, Ben", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 18, 2024",0099-9660, English, English," New York, N.Y.","Mar 18, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/newest-s-amp-p-500-entrant-makes-ai-splash-shares/docview/2958155882/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Newest+S%26amp%3BP+500+Entrant+Makes+AI+Splash+---+Shares+of+server+maker+Super+Micro+skyrocket%2C+topping+even+those+of+Nvidia&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Newest+S%26amp%3BP+500+Entrant+Makes+AI+Splash+---+Shares+of+server+maker+Super+Micro+skyrocket%2C+topping+even+those+of+Nvidia&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
Nvidia AI Tool Faces Copyright Suit,2955156105,Newspapers,"Orru, Mauro", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 12, 2024",0099-9660, English, English," New York, N.Y.","Mar 12, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-ai-tool-faces-copyright-suit/docview/2955156105/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+AI+Tool+Faces+Copyright+Suit&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+AI+Tool+Faces+Copyright+Suit&amp;spage=B.4&amp;sid=ProQ%3Aabiglobal&amp;author=Orru,ABI/INFORM Collection
Nvidia Embraces Role As a Formidable Force In Startup Investing,2954679680,Newspapers,"Fitch, Asa", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 11, 2024",0099-9660, English, English," New York, N.Y.","Mar 11, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-embraces-role-as-formidable-force-startup/docview/2954679680/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Embraces+Role+As+a+Formidable+Force+In+Startup+Investing&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Embraces+Role+As+a+Formidable+Force+In+Startup+Investing&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
"MANSION --- Portfolio: A Chip on The Old Block --- Jensen Huang, chip-maker Nvidia's CEO, has spent around $55 million on real estate since the late 1980s",2942037597,Newspapers,"Solomont, E B", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 8, 2024",0099-9660, English, English," New York, N.Y.","Mar 8, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/mansion-portfolio-chip-on-old-block-jensen-huang/docview/2942037597/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=MANSION+---+Portfolio%3A+A+Chip+on+The+Old+Block+---+Jensen+Huang%2C+chip-maker+Nvidia%27s+CEO%2C+has+spent+around+%2455+million+on+real+estate+since+the+late+1980s&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=MANSION+---+Portfolio%3A+A+Chip+on+The+Old+Block+---+Jensen+Huang%2C+chip-maker+Nvidia%27s+CEO%2C+has+spent+around+%2455+million+on+real+estate+since+the+late+1980s&amp;spage=M.2&amp;sid=ProQ%3Aabiglobal&amp;author=Solomont,ABI/INFORM Collection
Markets & Finance -- Monday's Markets: Stocks Sag on Weakness In Magnificent Seven Shares --- Nvidia was lone gainer in big tech group; Six of 11 S&P sectors advance,2937213869,Newspapers,"Goldfarb, Sam", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 5, 2024",0099-9660, English, English," New York, N.Y.","Mar 5, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/markets-amp-finance-mondays-stocks-sag-on/docview/2937213869/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Markets+%26amp%3B+Finance+--+Monday%27s+Markets%3A+Stocks+Sag+on+Weakness+In+Magnificent+Seven+Shares+---+Nvidia+was+lone+gainer+in+big+tech+group%3B+Six+of+11+S%26amp%3BP+sectors+advance&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Markets+%26amp%3B+Finance+--+Monday%27s+Markets%3A+Stocks+Sag+on+Weakness+In+Magnificent+Seven+Shares+---+Nvidia+was+lone+gainer+in+big+tech+group%3B+Six+of+11+S%26amp%3BP+sectors+advance&amp;spage=B.9&amp;sid=ProQ%3Aabiglobal&amp;author=Goldfarb,ABI/INFORM Collection
Nvidia's Surge Stirs Talk of A Bubble,2934151413,Newspapers,"Grant, Charley", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 4, 2024",0099-9660, English, English," New York, N.Y.","Mar 4, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-surge-stirs-talk-bubble/docview/2934151413/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia%27s+Surge+Stirs+Talk+of+A+Bubble&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+Surge+Stirs+Talk+of+A+Bubble&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Grant,ABI/INFORM Collection
"MANSION --- The Market: In Nvidia's Backyard --- It's nearly impossible to find a home to buy in Santa Clara, Calif., but that's not the company's fault",2933332670,Newspapers,"Brandt, Libertina", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Mar 1, 2024",0099-9660, English, English," New York, N.Y.","Mar 1, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/mansion-market-nvidias-backyard-nearly-impossible/docview/2933332670/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=MANSION+---+The+Market%3A+In+Nvidia%27s+Backyard+---+It%27s+nearly+impossible+to+find+a+home+to+buy+in+Santa+Clara%2C+Calif.%2C+but+that%27s+not+the+company%27s+fault&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=MANSION+---+The+Market%3A+In+Nvidia%27s+Backyard+---+It%27s+nearly+impossible+to+find+a+home+to+buy+in+Santa+Clara%2C+Calif.%2C+but+that%27s+not+the+company%27s+fault&amp;spage=M.2&amp;sid=ProQ%3Aabiglobal&amp;author=Brandt,ABI/INFORM Collection
Nvidia Benefits From Surge in Corporate AI Spending,2932341103,Newspapers,"Bousquette, Isabelle;Rosenbush, Steven"," CarMax Inc , NVidia Corp"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 28, 2024",0099-9660, English, English," New York, N.Y.","Feb 28, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-benefits-surge-corporate-ai-spending/docview/2932341103/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Benefits+From+Surge+in+Corporate+AI+Spending&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Benefits+From+Surge+in+Corporate+AI+Spending&amp;spage=B.4&amp;sid=ProQ%3Aabiglobal&amp;author=Bousquette,ABI/INFORM Collection
Market Darling Nvidia Is Also Hot Employer,2931885742,Newspapers,"Bindley, Katherine;Ellis, Lindsay;Bousquette, Isabelle", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 27, 2024",0099-9660, English, English," New York, N.Y.","Feb 27, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/market-darling-nvidia-is-also-hot-employer/docview/2931885742/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Market+Darling+Nvidia+Is+Also+Hot+Employer&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Market+Darling+Nvidia+Is+Also+Hot+Employer&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Bindley,ABI/INFORM Collection
Nvidia's Ascent Makes It a Target --- The chip maker's own customers look to move in on its booming AI business,2931885715,Newspapers,"Fitch, Asa"," Advanced Micro Devices Inc , OpenAI , NVidia Corp"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 27, 2024",0099-9660, English, English," New York, N.Y.","Feb 27, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-ascent-makes-target-chip-makers-own/docview/2931885715/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia%27s+Ascent+Makes+It+a+Target+---+The+chip+maker%27s+own+customers+look+to+move+in+on+its+booming+AI+business&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+Ascent+Makes+It+a+Target+---+The+chip+maker%27s+own+customers+look+to+move+in+on+its+booming+AI+business&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
Nvidia Draws In More Believers --- Chip maker cashing in on AI craze seems to many like an unstoppable force,2931495842,Newspapers,"Banerji, Gunjan;Miao, Hannah;Chung, Juliet", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 26, 2024",0099-9660, English, English," New York, N.Y.","Feb 26, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-draws-more-believers-chip-maker-cashing-on/docview/2931495842/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Draws+In+More+Believers+---+Chip+maker+cashing+in+on+AI+craze+seems+to+many+like+an+unstoppable+force&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Draws+In+More+Believers+---+Chip+maker+cashing+in+on+AI+craze+seems+to+many+like+an+unstoppable+force&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Banerji,ABI/INFORM Collection
Nvidia's Rivals See Shifting AI Market As a Boon --- Sector's transition offers opportunity for competitors with less-powerful chips,2931495828,Newspapers,"Fitch, Asa", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 26, 2024",0099-9660, English, English," New York, N.Y.","Feb 26, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-rivals-see-shifting-ai-market-as-boon/docview/2931495828/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia%27s+Rivals+See+Shifting+AI+Market+As+a+Boon+---+Sector%27s+transition+offers+opportunity+for+competitors+with+less-powerful+chips&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+Rivals+See+Shifting+AI+Market+As+a+Boon+---+Sector%27s+transition+offers+opportunity+for+competitors+with+less-powerful+chips&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
"Red-Hot Nvidia's Valuation Touches $2 Trillion --- AI frenzy drives chip stock briefly past mark; only Microsoft, Apple valued higher",2931067895,Newspapers,"Fitch, Asa", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 24, 2024",0099-9660, English, English," New York, N.Y.","Feb 24, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/red-hot-nvidias-valuation-touches-2-trillion-ai/docview/2931067895/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Red-Hot+Nvidia%27s+Valuation+Touches+%242+Trillion+---+AI+frenzy+drives+chip+stock+briefly+past+mark%3B+only+Microsoft%2C+Apple+valued+higher&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Red-Hot+Nvidia%27s+Valuation+Touches+%242+Trillion+---+AI+frenzy+drives+chip+stock+briefly+past+mark%3B+only+Microsoft%2C+Apple+valued+higher&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
EXCHANGE --- Friday's Markets: AI Mania Lifts Major Indexes to Records --- Nvidia's earnings report gives the 2024 stock-market rally fresh legs,2931067867,Newspapers,"Pitcher, Jack", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 24, 2024",0099-9660, English, English," New York, N.Y.","Feb 24, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/exchange-fridays-markets-ai-mania-lifts-major/docview/2931067867/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=EXCHANGE+---+Friday%27s+Markets%3A+AI+Mania+Lifts+Major+Indexes+to+Records+---+Nvidia%27s+earnings+report+gives+the+2024+stock-market+rally+fresh+legs&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=EXCHANGE+---+Friday%27s+Markets%3A+AI+Mania+Lifts+Major+Indexes+to+Records+---+Nvidia%27s+earnings+report+gives+the+2024+stock-market+rally+fresh+legs&amp;spage=B.11&amp;sid=ProQ%3Aabiglobal&amp;author=Pitcher,ABI/INFORM Collection
"EXCHANGE --- The Score / The Business Week in 5 Stocks: Discover Finds a Buyer, Nvidia Hits New Heights",2931067862,Newspapers,"Fontana, Francesca"," Rivian Automotive LLC , AT&T Inc , Capital One Financial Corp , NVidia Corp"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 24, 2024",0099-9660, English, English," New York, N.Y.","Feb 24, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/exchange-score-business-week-5-stocks-discover/docview/2931067862/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=EXCHANGE+---+The+Score+%2F+The+Business+Week+in+5+Stocks%3A+Discover+Finds+a+Buyer%2C+Nvidia+Hits+New+Heights&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=EXCHANGE+---+The+Score+%2F+The+Business+Week+in+5+Stocks%3A+Discover+Finds+a+Buyer%2C+Nvidia+Hits+New+Heights&amp;spage=B.2&amp;sid=ProQ%3Aabiglobal&amp;author=Fontana,ABI/INFORM Collection
Nvidia Shares Ignite Markets Across Globe,2930371951,Newspapers,"Banerji, Gunjan", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 23, 2024",0099-9660, English, English," New York, N.Y.","Feb 23, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-shares-ignite-markets-across-globe/docview/2930371951/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Shares+Ignite+Markets+Across+Globe&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Shares+Ignite+Markets+Across+Globe&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Banerji,ABI/INFORM Collection
Nvidia Sales More Than Triple --- CEO sees AI reaching 'tipping point' as chip maker nears $2 trillion valuation,2929334149,Newspapers,"Fitch, Asa", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 22, 2024",0099-9660, English, English," New York, N.Y.","Feb 22, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-sales-more-than-triple-ceo-sees-ai/docview/2929334149/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia+Sales+More+Than+Triple+---+CEO+sees+AI+reaching+%27tipping+point%27+as+chip+maker+nears+%242+trillion+valuation&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+Sales+More+Than+Triple+---+CEO+sees+AI+reaching+%27tipping+point%27+as+chip+maker+nears+%242+trillion+valuation&amp;spage=A.1&amp;sid=ProQ%3Aabiglobal&amp;author=Fitch,ABI/INFORM Collection
"Nasdaq Falls; S&P, Dow End Higher --- Nvidia's after-the- bell earnings release hung over market, pressed tech stocks",2929334103,Newspapers,"Miao, Hannah", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 22, 2024",0099-9660, English, English," New York, N.Y.","Feb 22, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nasdaq-falls-s-amp-p-dow-end-higher-nvidias-after/docview/2929334103/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nasdaq+Falls%3B+S%26amp%3BP%2C+Dow+End+Higher+---+Nvidia%27s+after-the-+bell+earnings+release+hung+over+market%2C+pressed+tech+stocks&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nasdaq+Falls%3B+S%26amp%3BP%2C+Dow+End+Higher+---+Nvidia%27s+after-the-+bell+earnings+release+hung+over+market%2C+pressed+tech+stocks&amp;spage=B.11&amp;sid=ProQ%3Aabiglobal&amp;author=Miao,ABI/INFORM Collection
"Nvidia, in Wild Stock Ride, Lures Individual Investors",2928751990,Newspapers,"Miao, Hannah;Grant, Charley", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 21, 2024",0099-9660, English, English," New York, N.Y.","Feb 21, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-wild-stock-ride-lures-individual-investors/docview/2928751990/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Nvidia%2C+in+Wild+Stock+Ride%2C+Lures+Individual+Investors&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%2C+in+Wild+Stock+Ride%2C+Lures+Individual+Investors&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Miao,ABI/INFORM Collection
Markets & Finance -- Tuesday's Markets: Nvidia Drags Down Stocks Ahead of Earnings Report,2928751982,Newspapers,"Uberti, David"," Capital One Financial Corp , NVidia Corp"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 21, 2024",0099-9660, English, English," New York, N.Y.","Feb 21, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/markets-amp-finance-tuesdays-nvidia-drags-down/docview/2928751982/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Markets+%26amp%3B+Finance+--+Tuesday%27s+Markets%3A+Nvidia+Drags+Down+Stocks+Ahead+of+Earnings+Report&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Markets+%26amp%3B+Finance+--+Tuesday%27s+Markets%3A+Nvidia+Drags+Down+Stocks+Ahead+of+Earnings+Report&amp;spage=B.11&amp;sid=ProQ%3Aabiglobal&amp;author=Uberti,ABI/INFORM Collection
"Stock Futures Drop Ahead Of Busy Week for Earnings --- Companies due to give results include Nvidia, Home Depot and Walmart",2928476798,Newspapers,"McCabe, Caitlin"," NVidia Corp , Walmart Inc"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Feb 20, 2024",0099-9660, English, English," New York, N.Y.","Feb 20, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-futures-drop-ahead-busy-week-earnings/docview/2928476798/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Stock+Futures+Drop+Ahead+Of+Busy+Week+for+Earnings+---+Companies+due+to+give+results+include+Nvidia%2C+Home+Depot+and+Walmart&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Futures+Drop+Ahead+Of+Busy+Week+for+Earnings+---+Companies+due+to+give+results+include+Nvidia%2C+Home+Depot+and+Walmart&amp;spage=B.9&amp;sid=ProQ%3Aabiglobal&amp;author=McCabe,ABI/INFORM Collection
Chinese Reject Nvidia's Low-Power AI Chips,2911073515,Newspapers,"Huang, Raffaele", NVidia Corp," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Jan 8, 2024",0099-9660, English, English," New York, N.Y.","Jan 8, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/chinese-reject-nvidias-low-power-ai-chips/docview/2911073515/se-2?accountid=14762,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=Chinese+Reject+Nvidia%27s+Low-Power+AI+Chips&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Chinese+Reject+Nvidia%27s+Low-Power+AI+Chips&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Huang,ABI/INFORM Collection
