Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
CVS Stock Is the Best Performer in the S&P 500. An Activist Wants Changes.,3111165500,Newspapers,"Palumbo, Angela",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Sep 30, 2024",, English, English,, New York,"Sep 30, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/cvs-stock-is-best-performer-s-amp-p-500-activist/docview/3111165500/se-2?accountid=14762, 45611 Pharmacies and Drug Retailers, 45611 Pharmacies and Drug Retailers,, 45611 Pharmacies and Drug Retailers,, 45611 Pharmacies and Drug Retailers," INDUSTRY , Pharmacy",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=CVS+Stock+Is+the+Best+Performer+in+the+S%26amp%3BP+500.+An+Activist+Wants+Changes.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=CVS+Stock+Is+the+Best+Performer+in+the+S%26amp%3BP+500.+An+Activist+Wants+Changes.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Palumbo,"ABI/INFORM Collection, Research Library"
"These key indicators say the S&P 500 will continue its hot streak; The S&P 500 looks solid, while new highs on the NYSE continue to swamp new lows",3110711491,Newspapers,"McMillan, Lawrence G"," New York Stock Exchange--NYSE , Walgreens Boots Alliance Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 28, 2024",, English, English,, South Brunswick,"Sep 28, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-key-indicators-say-s-amp-p-500-will/docview/3110711491/se-2?accountid=14762,,,,,,," Dow Jones averages , FINANCE , Investments , Advisors , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+key+indicators+say+the+S%26amp%3BP+500+will+continue+its+hot+streak%3B+The+S%26amp%3BP+500+looks+solid%2C+while+new+highs+on+the+NYSE+continue+to+swamp+new+lows&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+key+indicators+say+the+S%26amp%3BP+500+will+continue+its+hot+streak%3B+The+S%26amp%3BP+500+looks+solid%2C+while+new+highs+on+the+NYSE+continue+to+swamp+new+lows&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=McMillan,ABI/INFORM Collection
Higher corporate taxes sinking the S&P 500 isn't your biggest stock-market worry; About half of large U.S. corporations don't pay any income tax in an average year,3110704250,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 28, 2024",, English, English,, South Brunswick,"Sep 28, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/higher-corporate-taxes-sinking-s-amp-p-500-isnt/docview/3110704250/se-2?accountid=14762,,,,,,," ACCTAX , ACCTAX , SUSTAINABILITY , Decades , SUSTAINABILITY , FINANCE , ACCTAX , SUSTAINABILITY , ACCTAX , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+your+biggest+stock-market+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+your+biggest+stock-market+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
Nvidia's stock is no longer the S&P 500's top gainer this year. Here's what is. Investors have been turning beyond the chip sector as a way to play the AI and data-center booms,3110694719,Newspapers,"Bary, Emily"," Fair Isaac Corp , Vistra Energy Corp , Constellation Energy Group Inc , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 28, 2024",, English, English,, South Brunswick,"Sep 28, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-stock-is-no-longer-s-amp-p-500s-top/docview/3110694719/se-2?accountid=14762,,,,,,," FINANCE , OPERATIONS , SUSTAINABILITY , Investments , SUSTAINABILITY , SUSTAINABILITY , Investors",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Nvidia%27s+stock+is+no+longer+the+S%26amp%3BP+500%27s+top+gainer+this+year.+Here%27s+what+is.+Investors+have+been+turning+beyond+the+chip+sector+as+a+way+to+play+the+AI+and+data-center+booms&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+stock+is+no+longer+the+S%26amp%3BP+500%27s+top+gainer+this+year.+Here%27s+what+is.+Investors+have+been+turning+beyond+the+chip+sector+as+a+way+to+play+the+AI+and+data-center+booms&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Bary,ABI/INFORM Collection
"Why China stocks are now a buy for U.S. investors; Also: Unusual action for the S&P 500, a hot bond market and interviews with acting HUD secretary and AT&T's chief operating officer",3110663597,Newspapers,Philip van Doorn," AT&T Inc , Department of Housing & Urban Development--HUD , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 28, 2024",, English, English,, South Brunswick,"Sep 28, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/why-china-stocks-are-now-buy-u-s-investors-also/docview/3110663597/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , FINANCE , Investments , MANAGEMENT , FINANCE , SUSTAINABILITY , Investors , ACCTAX , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Why+China+stocks+are+now+a+buy+for+U.S.+investors%3B+Also%3A+Unusual+action+for+the+S%26amp%3BP+500%2C+a+hot+bond+market+and+interviews+with+acting+HUD+secretary+and+AT%26amp%3BT%27s+chief+operating+officer&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Why+China+stocks+are+now+a+buy+for+U.S.+investors%3B+Also%3A+Unusual+action+for+the+S%26amp%3BP+500%2C+a+hot+bond+market+and+interviews+with+acting+HUD+secretary+and+AT%26amp%3BT%27s+chief+operating+officer&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
Tame PCE Inflation Keeps Another Big Fed Rate Cut In Play; S&P 500 Rises,3124699900,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Sep 27, 2024",, English, English,, Los Angeles,"Sep 27, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/tame-pce-inflation-keeps-another-big-fed-rate-cut/docview/3124699900/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," Meetings , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , Expenditures , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Tame+PCE+Inflation+Keeps+Another+Big+Fed+Rate+Cut+In+Play%3B+S%26amp%3BP+500+Rises&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Tame+PCE+Inflation+Keeps+Another+Big+Fed+Rate+Cut+In+Play%3B+S%26amp%3BP+500+Rises&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
Tame PCE Inflation Keeps Another Big Fed Rate Cut In Play; S&P 500 Rises,3124699847,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Sep 27, 2024",, English, English,, Los Angeles,"Sep 27, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/tame-pce-inflation-keeps-another-big-fed-rate-cut/docview/3124699847/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," Meetings , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , Expenditures , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Tame+PCE+Inflation+Keeps+Another+Big+Fed+Rate+Cut+In+Play%3B+S%26amp%3BP+500+Rises&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Tame+PCE+Inflation+Keeps+Another+Big+Fed+Rate+Cut+In+Play%3B+S%26amp%3BP+500+Rises&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
13 S&P 500 Stocks Soar To All-Time Highs (None Are In The Mag 7),3124669954,Newspapers,"Krantz, Matt"," Otis Worldwide Corp , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 27, 2024",, English, English,, Los Angeles,"Sep 27, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/13-s-amp-p-500-stocks-soar-all-time-highs-none/docview/3124669954/se-2?accountid=14762,,,,,,," FINANCE , ECONOMICS , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=13+S%26amp%3BP+500+Stocks+Soar+To+All-Time+Highs+%28None+Are+In+The+Mag+7%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=13+S%26amp%3BP+500+Stocks+Soar+To+All-Time+Highs+%28None+Are+In+The+Mag+7%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Krantz,ABI/INFORM Collection
Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Look To Rally,3124639196,Newspapers,"Norton, Kit"," Bank of America Corp , Constellation Energy Group Inc , NRG Energy Inc , Morgan Stanley , GE Vernova", (c) 2024 Investor's Business Daily, News," Sep 27, 2024",, English, English,, Los Angeles,"Sep 27, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microsofts-nuclear-deal-signals-trend-change-s/docview/3124639196/se-2?accountid=14762,,,,,,," OPERATIONS , SUSTAINABILITY , Prices , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Wall Street doubters defied as Palantir rides AI boom to S&P 500,3120927366,Newspapers,"Waters, Richard", Palantir Technologies," Copyright The Financial Times Limited Sep 27, 2024", News," Sep 27, 2024",0307-1766, English, English,, London (UK),"Sep 27, 2024",Financial Times,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/wall-street-doubters-defied-as-palantir-rides-ai/docview/3120927366/se-2?accountid=14762,,,,, 7,," Software , SUSTAINABILITY , SUSTAINABILITY , FINANCE , Intelligence services",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=03071766&amp;title=Wall+Street+doubters+defied+as+Palantir+rides+AI+boom+to+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Wall+Street+doubters+defied+as+Palantir+rides+AI+boom+to+S%26amp%3BP+500&amp;spage=7&amp;sid=ProQ%3Aabiglobal&amp;author=Waters,ABI/INFORM Collection
"Stocks climb on week, with S&P 500 on pace for first September gain in 5 years; The Dow Jones Industrial Average notched a fresh record high on Friday",3110475728,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 27, 2024",, English, English,, South Brunswick,"Sep 27, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stocks-climb-on-week-with-s-amp-p-500-pace-first/docview/3110475728/se-2?accountid=14762,,,,,,," Dow Jones averages , FINANCE , ECONOMICS , Investments , Investors , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stocks+climb+on+week%2C+with+S%26amp%3BP+500+on+pace+for+first+September+gain+in+5+years%3B+The+Dow+Jones+Industrial+Average+notched+a+fresh+record+high+on+Friday&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stocks+climb+on+week%2C+with+S%26amp%3BP+500+on+pace+for+first+September+gain+in+5+years%3B+The+Dow+Jones+Industrial+Average+notched+a+fresh+record+high+on+Friday&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
Higher corporate taxes sinking the S&P 500 isn't your biggest stock-market worry; About half of large U.S. corporations don't pay any income tax in an average year,3110388008,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 27, 2024",, English, English,, South Brunswick,"Sep 27, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/higher-corporate-taxes-sinking-s-amp-p-500-isnt/docview/3110388008/se-2?accountid=14762,,,,,,," ACCTAX , SUSTAINABILITY , ACCTAX , Decades , ACCTAX , FINANCE , SUSTAINABILITY , SUSTAINABILITY , ACCTAX , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+your+biggest+stock-market+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+your+biggest+stock-market+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
"Why China stocks are now a buy for U.S. investors; Also: Unusual action for the S&P 500, a hot bond market and interviews with acting HUD secretary and AT&T's chief operating officer",3110353843,Newspapers,Philip van Doorn," AT&T Inc , Department of Housing & Urban Development--HUD , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 27, 2024",, English, English,, South Brunswick,"Sep 27, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/why-china-stocks-are-now-buy-u-s-investors-also/docview/3110353843/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , FINANCE , Investments , MANAGEMENT , FINANCE , SUSTAINABILITY , Investors , ACCTAX , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Why+China+stocks+are+now+a+buy+for+U.S.+investors%3B+Also%3A+Unusual+action+for+the+S%26amp%3BP+500%2C+a+hot+bond+market+and+interviews+with+acting+HUD+secretary+and+AT%26amp%3BT%27s+chief+operating+officer&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Why+China+stocks+are+now+a+buy+for+U.S.+investors%3B+Also%3A+Unusual+action+for+the+S%26amp%3BP+500%2C+a+hot+bond+market+and+interviews+with+acting+HUD+secretary+and+AT%26amp%3BT%27s+chief+operating+officer&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"S&P 500 Hits New High Ahead Of Pivotal Inflation Report; Nvidia, 3 Market Leaders To Watch",3124699899,Newspapers,"Lehtonen, Scott"," Texas Roadhouse Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 26, 2024",, English, English,, Los Angeles,"Sep 26, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-hits-new-high-ahead-pivotal-inflation/docview/3124699899/se-2?accountid=14762," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges"," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges",," 52591 Open-End Investment Funds , 52321 Securities and Commodity Exchanges"," FINANCE , Investments , FINANCE , FINANCE , Dow Jones averages , FINANCE , ECONOMICS , ACCTAX , Investors , SUSTAINABILITY , MARKETING , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Hits+New+High+Ahead+Of+Pivotal+Inflation+Report%3B+Nvidia%2C+3+Market+Leaders+To+Watch&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Hits+New+High+Ahead+Of+Pivotal+Inflation+Report%3B+Nvidia%2C+3+Market+Leaders+To+Watch&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Lehtonen,ABI/INFORM Collection
Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Look To Rally,3124699749,Newspapers,"Norton, Kit"," Bank of America Corp , Constellation Energy Group Inc , NRG Energy Inc , Morgan Stanley , GE Vernova", (c) 2024 Investor's Business Daily, News," Sep 26, 2024",, English, English,, Los Angeles,"Sep 26, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microsofts-nuclear-deal-signals-trend-change-s/docview/3124699749/se-2?accountid=14762,,,,,,," OPERATIONS , Prices , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Rally,3124653110,Newspapers,"Norton, Kit"," Bank of America Corp , Constellation Energy Group Inc , NRG Energy Inc , Morgan Stanley , GE Vernova", (c) 2024 Investor's Business Daily, News," Sep 26, 2024",, English, English,, Los Angeles,"Sep 26, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microsofts-nuclear-deal-signals-trend-change-s/docview/3124653110/se-2?accountid=14762,,,,,,," OPERATIONS , Prices , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Rally&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Rally&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Microsoft's Nuclear Deal Signals A Trend Change; S&P 500 Utility Stocks Look To Rally,3124635924,Newspapers,"Norton, Kit"," Bank of America Corp , Constellation Energy Group Inc , NRG Energy Inc , Morgan Stanley , GE Vernova", (c) 2024 Investor's Business Daily, News," Sep 26, 2024",, English, English,, Los Angeles,"Sep 26, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/microsofts-nuclear-deal-signals-trend-change-s/docview/3124635924/se-2?accountid=14762,,,,,,," OPERATIONS , Prices , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Microsoft%27s+Nuclear+Deal+Signals+A+Trend+Change%3B+S%26amp%3BP+500+Utility+Stocks+Look+To+Rally&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
"Super Micro's stock plummets on reported Justice Department probe; The stock, which was up 4% just before the report, tumbled enough to lead the S&P 500's losers on the day and over the past three months",3110305841,Newspapers,"Kilgore, Tomi",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 26, 2024",, English, English,, South Brunswick,"Sep 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/super-micros-stock-plummets-on-reported-justice/docview/3110305841/se-2?accountid=14762,,,,,,," Investigations , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Super+Micro%27s+stock+plummets+on+reported+Justice+Department+probe%3B+The+stock%2C+which+was+up+4%25+just+before+the+report%2C+tumbled+enough+to+lead+the+S%26amp%3BP+500%27s+losers+on+the+day+and+over+the+past+three+months&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Super+Micro%27s+stock+plummets+on+reported+Justice+Department+probe%3B+The+stock%2C+which+was+up+4%25+just+before+the+report%2C+tumbled+enough+to+lead+the+S%26amp%3BP+500%27s+losers+on+the+day+and+over+the+past+three+months&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Kilgore,ABI/INFORM Collection
"These key indicators say the S&P 500 will continue its hot streak; The S&P 500 looks solid, while new highs on the NYSE continue to swamp new lows",3110305737,Newspapers,"McMillan, Lawrence G"," New York Stock Exchange--NYSE , Walgreens Boots Alliance Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 26, 2024",, English, English,, South Brunswick,"Sep 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/these-key-indicators-say-s-amp-p-500-will/docview/3110305737/se-2?accountid=14762,,,,,,," Dow Jones averages , FINANCE , Investments , Advisors , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=These+key+indicators+say+the+S%26amp%3BP+500+will+continue+its+hot+streak%3B+The+S%26amp%3BP+500+looks+solid%2C+while+new+highs+on+the+NYSE+continue+to+swamp+new+lows&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=These+key+indicators+say+the+S%26amp%3BP+500+will+continue+its+hot+streak%3B+The+S%26amp%3BP+500+looks+solid%2C+while+new+highs+on+the+NYSE+continue+to+swamp+new+lows&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=McMillan,ABI/INFORM Collection
"A Democratic sweep could mean a $2 trillion tax hike for S&P 500 companies over coming decade; Investors 'should pay heed' to the possibility that Kamala Harris could win the White House and fellow Democrats could hold the Senate and win the House, says Cap Alpha analyst James Lucier",3110302490,Newspapers,"Matthews, Chris"," Congress-US , Senate-US , Democratic Party"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 26, 2024",, English, English,, South Brunswick,"Sep 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/democratic-sweep-could-mean-2-trillion-tax-hike-s/docview/3110302490/se-2?accountid=14762, 92111 Executive Offices, 92111 Executive Offices,, 92111 Executive Offices,, 92111 Executive Offices," Political campaigns , ACCTAX , SUSTAINABILITY , Investments , Presidential elections , ACCTAX , ACCTAX , Harris, Kamala",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=A+Democratic+sweep+could+mean+a+%242+trillion+tax+hike+for+S%26amp%3BP+500+companies+over+coming+decade%3B+Investors+%27should+pay+heed%27+to+the+possibility+that+Kamala+Harris+could+win+the+White+House+and+fellow+Democrats+could+hold+the+Senate+and+win+the+House%2C+says+Cap+Alpha+analyst+James+Lucier&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=A+Democratic+sweep+could+mean+a+%242+trillion+tax+hike+for+S%26amp%3BP+500+companies+over+coming+decade%3B+Investors+%27should+pay+heed%27+to+the+possibility+that+Kamala+Harris+could+win+the+White+House+and+fellow+Democrats+could+hold+the+Senate+and+win+the+House%2C+says+Cap+Alpha+analyst+James+Lucier&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Matthews,ABI/INFORM Collection
Higher corporate taxes sinking the S&P 500 isn't investors' biggest worry; About half of large U.S. corporations don't pay any income tax in an average year,3110302479,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 26, 2024",, English, English,, South Brunswick,"Sep 26, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/higher-corporate-taxes-sinking-s-amp-p-500-isnt/docview/3110302479/se-2?accountid=14762,,,,,,," ACCTAX , Decades , SUSTAINABILITY , ACCTAX , ACCTAX , SUSTAINABILITY , SUSTAINABILITY , FINANCE , ACCTAX , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+investors%27+biggest+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Higher+corporate+taxes+sinking+the+S%26amp%3BP+500+isn%27t+investors%27+biggest+worry%3B+About+half+of+large+U.S.+corporations+don%27t+pay+any+income+tax+in+an+average+year&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
